Name,Team,Rec,Yds,Tgt,Avg,TD,FstDn,Pct,Lng,Fum,FumL,Season,Wk
"McCrary, Fred",SD,3,30,3,10,0,1,33.3,25,0,0,2002,101
"Henry, Travis",BUF,6,29,8,4.8,0,2,33.3,11,0,0,2002,101
"Jefferson, Shawn",ATL,1,28,2,28,0,1,100,28,0,0,2002,101
"Lewis, Chad",PHI,3,28,7,9.3,1,2,66.7,18,0,0,2002,101
"Campbell, Mark",CLE,2,27,2,13.5,0,2,100,18,0,0,2002,101
"Houshmandzadeh, T.J.",CIN,2,27,4,13.5,0,1,50,16,0,0,2002,101
"Richardson, Tony",KC,2,26,3,13,0,1,50,23,0,0,2002,101
"Rice, Jerry",OAK,2,25,3,12.5,0,2,100,13,0,0,2002,101
"Bruener, Mark",PIT,4,25,4,6.3,0,1,25,8,0,0,2002,101
"Engram, Bobby",SEA,2,25,2,12.5,0,2,100,16,0,0,2002,101
"Kinney, Erron",TEN,1,25,1,25,0,1,100,25,0,0,2002,101
"Henderson, William",GB,2,23,3,11.5,0,1,50,17,0,0,2002,101
"Mili, Itula",SEA,3,23,4,7.7,1,2,66.7,14,0,0,2002,101
"Dugans, Ron",CIN,2,23,4,11.5,0,1,50,14,0,0,2002,101
"Brown, Troy",NE,6,22,7,3.7,0,1,16.7,19,0,0,2002,101
"Mitchell, Pete",JAX,3,22,4,7.3,1,1,33.3,8,0,0,2002,101
"Dillon, Corey",CIN,3,22,3,7.3,0,1,33.3,14,0,0,2002,101
"Thomas, Anthony",CHI,4,22,5,5.5,0,0,0,9,0,0,2002,101
"Watson, Kenny",WSH,3,22,4,7.3,0,0,0,11,0,0,2002,101
"Johnson, Ron",BAL,2,22,3,11,1,2,100,14,0,0,2002,101
"Westbrook, Michael",CIN,2,20,3,10,0,1,50,13,0,0,2002,101
"Finneran, Brian",ATL,2,20,4,10,0,1,50,12,0,0,2002,101
"Anderson, Mike",DEN,2,20,2,10,0,1,50,15,0,0,2002,101
"White, Jamel",CLE,3,20,6,6.7,0,2,66.7,12,0,0,2002,101
"Heap, Todd",BAL,5,20,5,4,0,0,0,5,0,0,2002,101
"Anderson, Richie",NYJ,3,19,3,6.3,0,1,33.3,9,0,0,2002,101
"Dunn, Warrick",ATL,4,19,4,4.8,0,1,25,14,0,0,2002,101
"Holmes, Priest",KC,6,19,6,3.2,0,1,16.7,14,0,0,2002,101
"Miller, Billy",HOU,1,19,2,19,1,1,100,19,0,0,2002,101
"Flemister, Zeron",WSH,1,19,2,19,0,1,100,19,0,0,2002,101
"Wheatley, Tyrone",OAK,3,18,4,6,0,0,0,9,0,0,2002,101
"Gadsden, Oronde",MIA,2,18,5,9,0,2,100,10,0,0,2002,101
"Johnson, Patrick",JAX,1,18,4,18,1,1,100,18,0,0,2002,101
"Jenkins, Martay",ARZ,1,18,4,18,0,1,100,18,0,0,2002,101
"Porter, Jerry",OAK,1,18,2,18,0,1,100,18,0,0,2002,101
"Stevens, Jerramy",SEA,3,18,4,6,0,0,0,11,1,0,2002,101
"Holcombe, Robert",TEN,2,17,2,8.5,0,1,50,17,1,1,2002,101
"Johnson, Bryan",WSH,2,17,3,8.5,0,1,50,13,0,0,2002,101
"Moss, Santana",NYJ,1,17,1,17,0,1,100,17,0,0,2002,101
"Allen, James",HOU,2,16,4,8,0,1,50,10,0,0,2002,101
"Williams, Roland",OAK,1,16,2,16,0,1,100,16,0,0,2002,101
"Proehl, Ricky",STL,2,15,2,7.5,0,1,50,8,0,0,2002,101
"Jordan, Randy",OAK,1,15,1,15,0,1,100,15,0,0,2002,101
"Morton, Johnnie",KC,1,15,3,15,0,1,100,15,0,0,2002,101
"Pathon, Jerome",NO,2,15,5,7.5,0,1,50,13,0,0,2002,101
"Zereoue, Amos",PIT,3,15,3,5,0,0,0,10,0,0,2002,101
"Levens, Dorsey",PHI,2,14,2,7,0,1,50,16,0,0,2002,101
"Mangum, Kris",CAR,2,14,2,7,0,1,50,9,0,0,2002,101
"Makovicka, Joel",ARZ,2,14,3,7,0,0,0,9,0,0,2002,101
"Crumpler, Alge",ATL,2,14,2,7,1,2,100,12,0,0,2002,101
"Davis, Andre'",CLE,3,14,4,4.7,1,2,66.7,5,0,0,2002,101
"Warren, Lamont",DET,1,13,5,13,1,1,100,13,0,0,2002,101
"Doering, Chris",WSH,1,13,1,13,0,1,100,13,0,0,2002,101
"Bennett, Drew",TEN,2,13,4,6.5,0,1,50,8,0,0,2002,101
"Smith, Emmitt",DAL,2,12,2,6,0,0,0,9,0,0,2002,101
"Reed, Jake",NO,1,12,3,12,0,1,100,12,0,0,2002,101
"Sloan, David",NO,1,12,1,12,0,1,100,12,0,0,2002,101
"Ritchie, Jon",OAK,2,12,4,6,0,0,0,7,0,0,2002,101
"Hoover, Brad",CAR,1,12,1,12,0,1,100,12,0,0,2002,101
"McAllister, Deuce",NO,4,12,5,3,0,0,0,7,0,0,2002,101
"Alexander, Derrick",MIN,1,11,3,11,0,1,100,11,0,0,2002,101
"Fauria, Christian",NE,2,11,2,5.5,1,1,50,7,0,0,2002,101
"Riemersma, Jay",BUF,1,11,1,11,0,1,100,11,0,0,2002,101
"Edwards, Marc",NE,1,11,2,11,0,1,100,11,0,0,2002,101
"James, Edgerrin",IND,2,11,9,5.5,0,0,0,9,1,1,2002,101
"Burress, Plaxico",PIT,1,11,6,11,0,1,100,11,0,0,2002,101
"Mealey, Rondell",GB,1,11,1,11,0,1,100,11,0,0,2002,101
"Hearst, Garrison",SF,2,10,3,5,1,1,50,9,0,0,2002,101
"Jones, Freddie",ARZ,1,10,5,10,0,1,100,10,0,0,2002,101
"Davis, John",CHI,1,10,1,10,0,1,100,10,0,0,2002,101
"Robinson, Marcus",CHI,1,10,3,10,0,1,100,10,0,0,2002,101
"Dyson, Kevin",TEN,2,10,4,5,0,1,50,6,0,0,2002,101
"Yoder, Todd",TB,1,10,3,10,0,1,100,10,0,0,2002,101
"Bennett, Brandon",CIN,1,9,2,9,0,0,0,9,0,0,2002,101
"Bennett, Sean",NYG,1,9,1,9,0,1,100,9,0,0,2002,101
"Campbell, Dan",NYG,1,9,1,9,0,0,0,9,0,0,2002,101
"Wiggins, Jermaine",IND,1,9,1,9,0,0,0,9,0,0,2002,101
"Kreider, Dan",PIT,1,9,1,9,0,0,0,9,0,0,2002,101
"Terrell, David",CHI,1,9,1,9,1,1,100,9,0,0,2002,101
"Lewis, Jermaine",HOU,1,8,3,8,0,1,100,8,0,0,2002,101
"King, Andre",CLE,2,8,2,4,0,1,50,5,0,0,2002,101
"Strong, Mack",SEA,1,7,2,7,0,0,0,7,0,0,2002,101
"Dilger, Ken",TB,2,7,5,3.5,0,0,0,5,0,0,2002,101
"Ward, Dedric",MIA,1,7,3,7,0,0,0,7,0,0,2002,101
"Franks, Bubba",GB,1,7,1,7,0,1,100,7,0,0,2002,101
"Jones, Thomas",ARZ,3,7,5,2.3,0,1,33.3,10,0,0,2002,101
"Jackson, Darrell",SEA,3,7,4,2.3,0,0,0,7,0,0,2002,101
"Martin, David",GB,2,7,2,3.5,1,1,50,4,0,0,2002,101
"Jordan, LaMont",NYJ,1,7,2,7,0,1,100,7,0,0,2002,101
"Ricard, Alan",BAL,1,7,2,7,0,1,100,7,0,0,2002,101
"Centers, Larry",BUF,1,6,3,6,0,0,0,6,0,0,2002,101
"Carswell, Dwayne",DEN,1,6,1,6,0,0,0,6,0,0,2002,101
"Fuamatu-Ma'afala, Chris",PIT,1,6,1,6,0,0,0,6,0,0,2002,101
"Morton, Chad",NYJ,1,6,2,6,0,0,0,6,0,0,2002,101
"Smith, Terrelle",NO,3,6,5,2,0,0,0,3,0,0,2002,101
"Simon, John",TEN,1,6,1,6,0,0,0,6,0,0,2002,101
"Stephens, Travis",TB,1,6,1,6,0,0,0,6,0,0,2002,101
"Wells, Jonathan",HOU,1,6,1,6,0,0,0,6,0,0,2002,101
"Cloud, Michael",KC,1,5,1,5,0,0,0,5,0,0,2002,101
"Mathis, Terance",PIT,1,4,4,4,0,1,100,4,0,0,2002,101
"Neal, Lorenzo",CIN,1,4,1,4,0,0,0,4,0,0,2002,101
"Luchey, Nick",CIN,1,4,1,4,0,0,0,4,0,0,2002,101
"Murphy, Yo",STL,1,4,1,4,0,0,0,4,0,0,2002,101
"Foster, Larry",DET,1,4,1,4,0,0,0,4,0,0,2002,101
"Hall, Dante",KC,1,4,2,4,0,0,0,4,0,0,2002,101
"Walters, Troy",IND,1,4,1,4,0,0,0,4,0,0,2002,101
"Dayne, Ron",NYG,1,4,1,4,0,0,0,4,0,0,2002,101
"Hambrick, Troy",DAL,1,3,2,3,0,0,0,3,0,0,2002,101
"Redmond, J.R.",NE,1,3,2,3,0,0,0,3,0,0,2002,101
"Hetherington, Chris",STL,1,2,2,2,0,0,0,2,0,0,2002,101
"Johnson, Leon",CHI,1,2,1,2,0,0,0,2,0,0,2002,101
"Comella, Greg",TEN,1,2,2,2,0,0,0,2,1,1,2002,101
"Canidate, Trung",STL,1,2,1,2,0,0,0,2,0,0,2002,101
"McCareins, Justin",TEN,1,2,1,2,1,1,100,2,0,0,2002,101
"Schlesinger, Cory",DET,1,1,2,1,0,0,0,1,0,0,2002,101
"Brady, Kyle",JAX,1,1,1,1,0,0,0,1,0,0,2002,101
"Norman, Josh",SD,1,1,1,1,1,1,100,1,0,0,2002,101
"Baxter, Fred",CHI,0,0,1,-,0,0,,0,0,0,2002,101
"Schroeder, Bill",DET,0,0,2,-,0,0,,0,0,0,2002,101
"Smith, Lamar",CAR,0,0,1,-,0,0,,0,0,0,2002,101
"Vanover, Tamarick",SD,0,0,1,-,0,0,,0,0,0,2002,101
"Sanders, Frank",ARZ,0,0,1,-,0,0,,0,0,0,2002,101
"Smith, Antowain",NE,0,0,1,-,0,0,,0,0,0,2002,101
"Beasley, Fred",SF,1,0,2,0,0,0,0,0,0,0,2002,101
"Green, Jacquez",WSH,0,0,2,-,0,0,,0,0,0,2002,101
"Alexander, Stephen",SD,0,0,1,-,0,0,,0,0,0,2002,101
"Kelly, Reggie",ATL,0,0,1,-,0,0,,0,0,0,2002,101
"Lucky, Mike",DAL,0,0,1,-,0,0,,0,0,0,2002,101
"Tuman, Jerame",PIT,0,0,1,-,0,0,,0,0,0,2002,101
"Wiley, Michael",DAL,0,0,1,-,0,0,,0,0,0,2002,101
"Fulcher, Mondriel",OAK,0,0,1,-,0,0,,0,0,0,2002,101
"Gilmore, Bryan",ARZ,0,0,2,-,0,0,,0,0,0,2002,101
"Johnson, Chad",CIN,0,0,3,-,0,0,,0,0,0,2002,101
"Rambo, Ken-Yon",DAL,0,0,3,-,0,0,,0,0,0,2002,101
"Chapman, Doug",MIN,0,0,1,-,0,0,,0,0,0,2002,101
"Lewis, Michael",NO,0,0,1,-,0,0,,0,0,0,2002,101
"Mitchell, Freddie",PHI,0,0,1,-,0,0,,0,0,0,2002,101
"Bannister, Alex",SEA,0,0,1,-,0,0,,0,0,0,2002,101
"Evans, Heath",SEA,0,0,1,-,0,0,,0,0,0,2002,101
"Howell, John",TB,0,0,1,-,0,0,,0,0,0,2002,101
"Bowers, R.J.",CLE,0,0,1,-,0,0,,0,0,0,2002,101
"Ross, Micah",JAX,0,0,1,-,0,0,,0,0,0,2002,101
"Duckett, T.J.",ATL,1,0,1,0,0,0,0,0,0,0,2002,101
"Green, William",CLE,0,0,1,-,0,0,,0,0,0,2002,101
"Sanders, Darnell",CLE,0,0,1,-,0,0,,0,0,0,2002,101
"Owens, John",DET,0,0,1,-,0,0,,0,0,0,2002,101
"Blaylock, Derrick",KC,0,0,1,-,0,0,,0,0,0,2002,101
"Graham, Daniel",NE,0,0,1,-,0,0,,0,0,0,2002,101
"Stackhouse, Charles",NYG,0,0,1,-,0,0,,0,0,0,2002,101
"Stephens, Leonard",WSH,0,0,1,-,0,0,,0,0,0,2002,101
"Taylor, Chester",BAL,0,0,1,-,0,0,,0,0,0,2002,101
"Goings, Nick",CAR,1,-3,2,-3,0,0,0,-3,0,0,2002,101
"Gaffney, Jabar",HOU,1,-3,6,-3,0,0,0,-3,0,0,2002,101
"Williams, Moe",MIN,1,-4,2,-4,0,0,0,-4,0,0,2002,101
"Price, Peerless",BUF,13,185,16,14.2,2,8,61.5,48,0,0,2002,102
"Jackson, Darrell",SEA,10,174,13,17.4,0,8,80,48,0,0,2002,102
"Harrison, Marvin",IND,11,144,15,13.1,1,6,54.5,33,0,0,2002,102
"Horn, Joe",NO,6,120,9,20,0,5,83.3,40,0,0,2002,102
"Mason, Derrick",TEN,7,118,11,16.9,0,6,85.7,40,0,0,2002,102
"Conway, Curtis",SD,5,113,7,22.6,1,5,100,35,0,0,2002,102
"Moss, Randy",MIN,11,111,21,10.1,1,7,63.6,31,0,0,2002,102
"Reed, Josh",BUF,8,110,11,13.8,1,5,62.5,28,0,0,2002,102
"Muhammad, Muhsin",CAR,8,107,11,13.4,1,4,50,32,0,0,2002,102
"Thrash, James",PHI,6,107,7,17.8,1,4,66.7,39,0,0,2002,102
"Hilliard, Ike",NYG,4,97,5,24.3,0,3,75,38,0,0,2002,102
"Johnson, Patrick",JAX,4,97,6,24.3,1,2,50,79,0,0,2002,102
"Rice, Jerry",OAK,11,94,19,8.5,0,6,54.5,18,0,0,2002,102
"Brown, Troy",NE,9,94,11,10.4,0,5,55.6,26,1,1,2002,102
"Toomer, Amani",NYG,4,92,5,23,0,4,100,32,0,0,2002,102
"Ward, Hines",PIT,7,92,10,13.1,2,5,71.4,34,1,1,2002,102
"Galloway, Joey",DAL,5,88,9,17.6,1,4,80,38,0,0,2002,102
"Holt, Torry",STL,6,88,14,14.7,0,4,66.7,34,0,0,2002,102
"Bryant, Antonio",DAL,3,87,4,29,0,3,100,44,0,0,2002,102
"Moulds, Eric",BUF,8,86,13,10.8,0,4,50,23,0,0,2002,102
"Smith, Jimmy",JAX,5,83,8,16.6,1,4,80,37,0,0,2002,102
"James, Edgerrin",IND,8,82,10,10.3,0,3,37.5,20,0,0,2002,102
"Robinson, Koren",SEA,5,82,12,16.4,0,4,80,27,0,0,2002,102
"Glenn, Terry",GB,9,81,10,9,1,5,55.6,14,1,1,2002,102
"Bruce, Isaac",STL,8,79,10,9.9,0,5,62.5,14,0,0,2002,102
"Smith, Lamar",CAR,3,77,4,25.7,0,3,100,58,0,0,2002,102
"Finneran, Brian",ATL,6,76,9,12.7,0,4,66.7,21,0,0,2002,102
"Smith, Steve",CAR,4,71,6,17.8,0,3,75,44,0,0,2002,102
"Johnson, Eric",SF,7,69,10,9.9,0,3,42.9,15,0,0,2002,102
"Bates, D'Wayne",MIN,3,68,3,22.7,1,3,100,29,0,0,2002,102
"Dillon, Corey",CIN,8,67,8,8.4,0,6,75,14,0,0,2002,102
"Patten, David",NE,4,65,8,16.3,0,3,75,39,0,0,2002,102
"Branch, Deion",NE,3,65,5,21.7,1,3,100,49,0,0,2002,102
"Brown, Tim",OAK,7,64,14,9.1,0,5,71.4,14,0,0,2002,102
"Gardner, Rod",WSH,4,63,9,15.8,0,4,100,21,0,0,2002,102
"Williams, Ricky",MIA,2,62,3,31,1,2,100,52,0,0,2002,102
"Porter, Jerry",OAK,6,62,7,10.3,1,4,66.7,21,0,0,2002,102
"Brady, Kyle",JAX,5,60,8,12,0,3,60,14,0,0,2002,102
"Stallworth, Donte'",NO,4,59,4,14.8,1,3,75,34,0,0,2002,102
"Pittman, Michael",TB,6,58,7,9.7,0,3,50,24,0,0,2002,102
"Houshmandzadeh, T.J.",CIN,5,58,6,11.6,0,3,60,16,0,0,2002,102
"Johnson, Chad",CIN,4,58,8,14.5,1,4,100,22,0,0,2002,102
"Staley, Duce",PHI,7,57,8,8.1,0,2,28.6,22,0,0,2002,102
"Stokley, Brandon",BAL,4,57,9,14.3,0,2,50,25,0,0,2002,102
"Chambers, Chris",MIA,4,57,4,14.3,0,2,50,26,0,0,2002,102
"Kleinsasser, Jim",MIN,6,56,8,9.3,0,3,50,11,0,0,2002,102
"Garner, Charlie",OAK,5,55,6,11,0,2,40,34,0,0,2002,102
"Williams, Roland",OAK,7,55,8,7.9,0,2,28.6,14,0,0,2002,102
"Green, Ahman",GB,6,53,6,8.8,0,3,50,18,0,0,2002,102
"Sharpe, Shannon",DEN,5,52,5,10.4,0,4,80,16,0,0,2002,102
"Driver, Donald",GB,4,51,4,12.8,1,1,25,26,0,0,2002,102
"Boerigter, Marc",KC,1,51,1,51,0,1,100,51,0,0,2002,102
"Johnson, Kevin",CLE,4,50,7,12.5,1,3,75,23,0,0,2002,102
"Shockey, Jeremy",NYG,4,50,5,12.5,1,2,50,28,0,0,2002,102
"Boston, David",ARZ,4,49,8,12.3,0,3,75,20,0,0,2002,102
"Booker, Marty",CHI,5,48,9,9.6,0,3,60,17,0,0,2002,102
"Johnson, Keyshawn",TB,3,47,3,15.7,0,3,100,22,0,0,2002,102
"Alexander, Shaun",SEA,6,46,6,7.7,0,3,50,11,0,0,2002,102
"Taylor, Fred",JAX,6,45,6,7.5,0,2,33.3,14,0,0,2002,102
"Centers, Larry",BUF,4,44,6,11,0,3,75,14,0,0,2002,102
"Dyson, Kevin",TEN,4,43,7,10.8,0,2,50,18,0,0,2002,102
"White, Jamel",CLE,3,42,3,14,0,2,66.7,27,0,0,2002,102
"Morgan, Quincy",CLE,2,42,4,21,0,2,100,31,0,0,2002,102
"Kirby, Terry",OAK,4,41,6,10.3,0,1,25,24,0,0,2002,102
"McCardell, Keenan",TB,4,38,5,9.5,0,3,75,16,0,0,2002,102
"Mathis, Terance",PIT,3,38,4,12.7,0,2,66.7,15,0,0,2002,102
"Owens, Terrell",SF,5,38,7,7.6,1,2,40,9,0,0,2002,102
"Riemersma, Jay",BUF,2,38,3,19,0,2,100,28,0,0,2002,102
"Lewis, Jamal",BAL,5,38,7,7.6,0,2,40,10,0,0,2002,102
"Davis, John",CHI,1,37,1,37,0,1,100,37,0,0,2002,102
"Rambo, Ken-Yon",DAL,3,37,5,12.3,0,2,66.7,17,0,0,2002,102
"Davis, Andre'",CLE,4,37,6,9.3,1,3,75,15,0,0,2002,102
"Gaffney, Jabar",HOU,2,37,6,18.5,0,2,100,25,0,0,2002,102
"Faulk, Marshall",STL,7,36,8,5.1,0,1,14.3,14,0,0,2002,102
"Pinkston, Todd",PHI,3,36,4,12,0,1,33.3,26,0,0,2002,102
"Freeman, Antonio",PHI,3,35,5,11.7,0,2,66.7,15,0,0,2002,102
"Moss, Santana",NYJ,1,35,9,35,0,1,100,35,0,0,2002,102
"Gonzalez, Tony",KC,3,34,6,11.3,1,2,66.7,17,0,0,2002,102
"McMichael, Randy",MIA,2,34,3,17,0,2,100,24,0,0,2002,102
"Chrebet, Wayne",NYJ,1,33,2,33,0,1,100,33,0,0,2002,102
"Becht, Anthony",NYJ,4,33,4,8.3,1,2,50,11,0,0,2002,102
"Holmes, Priest",KC,5,32,7,6.4,0,2,40,11,0,0,2002,102
"Proehl, Ricky",STL,2,31,3,15.5,1,2,100,25,0,0,2002,102
"Anderson, Scotty",DET,2,31,6,15.5,0,2,100,21,0,0,2002,102
"Hearst, Garrison",SF,6,30,8,5,0,2,33.3,11,0,0,2002,102
"Kennison, Eddie",KC,2,30,4,15,0,2,100,17,0,0,2002,102
"Barber, Tiki",NYG,6,30,6,5,0,0,0,7,0,0,2002,102
"Dunn, Warrick",ATL,4,30,5,7.5,1,2,50,10,0,0,2002,102
"Anderson, Richie",NYJ,5,28,7,5.6,0,1,20,11,0,0,2002,102
"Stokes, J.J.",SF,4,28,5,7,0,2,50,11,0,0,2002,102
"Ricks, Mikhael",DET,3,28,5,9.3,0,1,33.3,12,0,0,2002,102
"Crumpler, Alge",ATL,3,28,4,9.3,0,2,66.7,12,0,0,2002,102
"Walker, Javon",GB,1,27,6,27,0,1,100,27,0,0,2002,102
"Thomas, Anthony",CHI,2,26,2,13,0,1,50,19,0,0,2002,102
"Alexander, Derrick",MIN,3,25,9,8.3,1,1,33.3,17,0,0,2002,102
"Alstott, Mike",TB,5,25,7,5,0,2,40,16,1,0,2002,102
"Walters, Troy",IND,2,25,2,12.5,0,1,50,26,0,0,2002,102
"Wycheck, Frank",TEN,4,24,9,6,1,2,50,15,0,0,2002,102
"Bradford, Corey",HOU,1,24,7,24,0,1,100,24,0,0,2002,102
"Cason, Aveion",DET,2,24,3,12,0,1,50,14,0,0,2002,102
"Morton, Johnnie",KC,2,23,5,11.5,0,2,100,18,0,0,2002,102
"Davis, Stephen",WSH,6,23,7,3.8,0,1,16.7,7,0,0,2002,102
"Zereoue, Amos",PIT,3,23,4,7.7,0,1,33.3,11,0,0,2002,102
"Dixon, Ron",NYG,1,23,1,23,0,1,100,23,0,0,2002,102
"Randle El, Antwaan",PIT,2,23,4,11.5,0,1,50,17,0,0,2002,102
"Smith, Rod",DEN,3,22,6,7.3,0,2,66.7,12,0,0,2002,102
"Walsh, Chris",MIN,2,21,2,10.5,0,1,50,16,0,0,2002,102
"Ismail, Qadry",IND,3,21,8,7,0,1,33.3,9,0,0,2002,102
"Westbrook, Michael",CIN,2,21,10,10.5,0,1,50,16,0,0,2002,102
"George, Eddie",TEN,3,21,4,7,0,0,0,9,0,0,2002,102
"Swayne, Kevin",NYJ,1,21,1,21,0,1,100,21,0,0,2002,102
"Walls, Wesley",CAR,1,20,2,20,0,1,100,20,0,0,2002,102
"Sloan, David",NO,1,20,2,20,0,1,100,20,0,0,2002,102
"Conwell, Ernie",STL,1,20,1,20,0,1,100,20,0,0,2002,102
"Heap, Todd",BAL,3,20,8,6.7,0,2,66.7,11,0,0,2002,102
"Westbrook, Brian",PHI,1,20,1,20,0,1,100,20,0,0,2002,102
"Fletcher, Terrell",SD,3,19,4,6.3,0,1,33.3,9,0,0,2002,102
"Comella, Greg",TEN,2,19,2,9.5,0,1,50,17,0,0,2002,102
"Campbell, Mark",CLE,2,19,6,9.5,0,1,50,12,0,0,2002,102
"Thomason, Jeff",PHI,2,18,2,9,1,2,100,16,0,0,2002,102
"Jurevicius, Joe",TB,2,18,3,9,0,1,50,14,0,0,2002,102
"Beasley, Fred",SF,3,18,3,6,0,1,33.3,12,0,0,2002,102
"Mili, Itula",SEA,4,18,6,4.5,1,2,50,11,0,0,2002,102
"Jones, Thomas",ARZ,2,18,2,9,0,2,100,11,0,0,2002,102
"Taylor, Travis",BAL,2,18,7,9,0,0,0,9,0,0,2002,102
"Norman, Josh",SD,2,18,2,9,0,1,50,18,0,0,2002,102
"McGee, Tony",DAL,1,17,1,17,1,1,100,17,0,0,2002,102
"Jenkins, Martay",ARZ,1,17,4,17,0,1,100,17,0,0,2002,102
"Wayne, Reggie",IND,2,17,5,8.5,0,1,50,14,0,0,2002,102
"Jordan, LaMont",NYJ,2,17,2,8.5,0,1,50,11,0,0,2002,102
"Johnson, Rudi",CIN,3,16,5,5.3,0,1,33.3,14,0,0,2002,102
"Stevens, Jerramy",SEA,2,16,5,8,0,1,50,11,0,0,2002,102
"Martin, Curtis",NYJ,3,15,3,5,0,0,0,12,0,0,2002,102
"Mitchell, Pete",JAX,2,15,2,7.5,0,1,50,8,0,0,2002,102
"Hakim, Az-Zahir",DET,1,15,6,15,0,1,100,15,0,0,2002,102
"McCareins, Justin",TEN,1,15,3,15,0,1,100,15,0,0,2002,102
"Jolley, Doug",OAK,1,15,1,15,0,1,100,15,0,0,2002,102
"Jefferson, Shawn",ATL,1,14,2,14,0,1,100,14,0,0,2002,102
"Lewis, Chad",PHI,1,14,3,14,0,1,100,14,0,0,2002,102
"Gadsden, Oronde",MIA,2,14,4,7,0,1,50,11,0,0,2002,102
"Hayes, Donald",NE,1,14,2,14,0,1,100,14,0,0,2002,102
"Faulk, Kevin",NE,2,14,2,7,0,0,0,11,0,0,2002,102
"Dawson, JaJuan",HOU,1,14,3,14,0,1,100,14,1,0,2002,102
"Johnson, Bryan",WSH,2,14,2,7,0,0,0,8,0,0,2002,102
"Terrell, David",CHI,1,14,1,14,1,1,100,14,0,0,2002,102
"Cook, Jameel",TB,1,14,1,14,0,1,100,14,0,0,2002,102
"Streets, Tai",SF,1,13,2,13,0,1,100,13,0,0,2002,102
"Franks, Bubba",GB,1,13,4,13,0,1,100,13,0,0,2002,102
"Henderson, William",GB,1,12,1,12,0,1,100,12,0,0,2002,102
"Richardson, Tony",KC,1,12,2,12,0,1,100,12,0,0,2002,102
"Pathon, Jerome",NO,2,12,7,6,1,1,50,7,0,0,2002,102
"Mack, Stacey",JAX,1,12,1,12,0,1,100,12,0,0,2002,102
"Green, Mike",TEN,1,12,3,12,0,1,100,12,0,0,2002,102
"Hoover, Brad",CAR,1,12,3,12,0,1,100,12,0,0,2002,102
"Ferguson, Robert",GB,1,12,2,12,0,1,100,12,0,0,2002,102
"Knight, Marcus",OAK,1,12,2,12,0,0,0,12,0,0,2002,102
"McCaffrey, Ed",DEN,2,11,3,5.5,0,0,0,6,0,0,2002,102
"Dunn, Jason",KC,1,11,1,11,0,1,100,11,0,0,2002,102
"Cleeland, Cam",NE,3,11,4,3.7,1,1,33.3,6,0,0,2002,102
"Gary, Olandis",DEN,1,11,1,11,0,1,100,11,0,0,2002,102
"Montgomery, Scottie",DEN,1,11,1,11,1,1,100,11,0,0,2002,102
"Stecker, Aaron",TB,3,11,3,3.7,0,0,0,8,0,0,2002,102
"Lelie, Ashley",DEN,1,11,2,11,0,1,100,11,0,0,2002,102
"Strong, Mack",SEA,1,10,1,10,0,0,0,10,0,0,2002,102
"Bruener, Mark",PIT,1,10,1,10,0,1,100,10,0,0,2002,102
"Jones, Freddie",ARZ,1,10,3,10,0,1,100,10,0,0,2002,102
"Bennett, Sean",NYG,1,10,1,10,0,1,100,10,0,0,2002,102
"Burress, Plaxico",PIT,1,10,7,10,0,0,0,10,1,1,2002,102
"Mealey, Rondell",GB,3,10,3,3.3,0,0,0,9,0,0,2002,102
"Christian, Bob",ATL,1,9,1,9,0,1,100,9,0,0,2002,102
"Jackson, Willie",ATL,2,9,6,4.5,0,1,50,5,0,0,2002,102
"Bush, Steve",ARZ,1,9,2,9,0,0,0,9,0,0,2002,102
"Byrd, Isaac",CAR,1,9,1,9,0,0,0,9,0,0,2002,102
"Edwards, Marc",NE,1,9,1,9,0,0,0,9,0,0,2002,102
"Konrad, Rob",MIA,1,9,1,9,1,1,100,9,0,0,2002,102
"Thompson, Derrius",WSH,1,9,2,9,0,0,0,9,0,0,2002,102
"Dugans, Ron",CIN,2,9,3,4.5,0,1,50,6,0,0,2002,102
"Barlow, Kevan",SF,1,9,1,9,0,0,0,9,0,0,2002,102
"Shaw, Bobby",JAX,2,8,4,4,0,1,50,4,0,0,2002,102
"Heiden, Steve",CLE,1,8,1,8,0,0,0,8,0,0,2002,102
"Neal, Lorenzo",CIN,1,7,1,7,0,0,0,7,0,0,2002,102
"Baxter, Fred",CHI,1,7,1,7,0,1,100,7,0,0,2002,102
"Pritchett, Stanley",CHI,1,7,1,7,0,1,100,7,0,0,2002,102
"Sowell, Jerald",NYJ,1,7,2,7,0,0,0,7,0,0,2002,102
"Mangum, Kris",CAR,1,7,3,7,0,0,0,7,0,0,2002,102
"Thomas, Robert",DAL,1,7,1,7,0,0,0,7,0,0,2002,102
"Wahle, Mike",GB,1,7,1,7,0,0,0,7,0,0,2002,102
"Black, Avion",HOU,1,7,2,7,0,0,0,7,0,0,2002,102
"Jones, John",BAL,1,7,1,7,0,0,0,7,0,0,2002,102
"Bennett, Drew",TEN,1,7,4,7,0,1,100,7,0,0,2002,102
"Manumaleuna, Brandon",STL,1,7,1,7,0,0,0,7,0,0,2002,102
"Goings, Nick",CAR,2,7,2,3.5,0,0,0,8,0,0,2002,102
"Ward, Dedric",MIA,1,6,1,6,0,0,0,6,0,0,2002,102
"Hall, Dante",KC,1,6,4,6,0,0,0,6,0,0,2002,102
